brand,model,version,year,segment,comment,label
skoda,slavia,style,2025,sedan,skoda_slavia sống séc đi dòng xe skoda chạy toyota vios honda civic việt_nam skoda slavia ngon ý_kiến,positive
hyundai,accent,,2024,sedan,phanh điện_tử perfect,positive
mg,zs,luxury,2024,suv,việt_nam tư_tưởng xe nhật_hàn sâu bào xương tủy ấn_tượng xe trung_quốc thiển_cận mẫu xe toàn thế_giới tin_tưởng khái_niệm xe tàu xe linh_kiện tàu,negative
toyota,vios,g,2024,sedan,đầu xe vios ngầu đẹp,positive
honda,city,1.5 rs,2025,sedan,mong_chờ,positive
byd,sealion 6,,2025,suv,xe 200 km thuần_điện đẹp,neutral
mitsubishi,xforce,ultimate,2024,suv,đi ức_chế đèn,negative
nissan,kicks,e-powers,2025,suv,power ảo_tưởng giá mây,negative
skoda,kushaq,style,2025,suv,đầu mê hrg g ghê_gớm ra_mắt cảm_xúc trái ngươcj mê tui,positive
mg,zs,luxury,2024,suv,mua giá 610 tr tâng bốc giá giá 550 tr lăn bánh tỉnh lux rẻ date giá cửa lựa_chọn,negative
skoda,slavia,style,2025,sedan,sale báo lăn bánh mấy chê xe_nhật mua,negative
kia,seltos,facelift,2024,suv,vf6 plus kèm pin lăn bánh_hcm chạm miễn_phí sạc vị_chi di_chuyển chi_phí 0 đ cú,negative
geely,coolray,flagship,2025,suv,chống ồn_rẻ chống sốc rẻ_cửa gió mát nóng óp_sừn cảm_giác lái ngon xe hàn_nhật tầm tiền,positive
vinfast,vf 6,plus,2025,suv,fan_vinfast lineup ngoại_thất gọn_gàng hài_hòa chúc_mừng anh_em,positive
mg,5,std,2024,sedan,xe dáng đẹp vios xe giá triệu,positive
skoda,kushaq,style,2025,suv,đi lái thử kushaq oke ưng buông chân ga độ trễ nhạy_ga đầu xe hút_khí tự_nhiên turbo lái cầu nhật_tân xe phản_ứng đường dàn treo cứng nên_độ nảy say phanh_tang trống hiệu_quả phanh đĩa mục việt tipcar thử test video thương_hiệu trải_nghiệm độ bền lỗi,negative
mazda,2,at,2025,sedan,triệu vios cvt city g ngon,negative
vinfast,vf 6,eco,2025,suv,ngoại thất đ nội_thất đ tối thui chật_trội,neutral
kia,seltos,facelift,2024,suv,đẹp ngáo_giá chê hrv ngáo giá ngáo chẳng vẹo nổi_trội,neutral
skoda,kushaq,style,2025,suv,cọc đại_lý base tặng phụ kiện chốt màu xám ngon,positive
skoda,kushaq,style,2025,suv,âm_rẻ cabin yên_tĩnh,positive
skoda,slavia,style,2025,sedan,xe chạy dịch_vụ tối_ưu,positive
vinfast,vf 6,,2024,suv,hạng b treo độc_lập ăn_tiền mua xe hiểu_biết xe ngó hệ_thống treo xe sd hệ_thống treo hạng hạng b rẻ tầm tỉ xin_lỗi xe âm_rẻ dòng bán_tải ranger wildtrak xe_điện tận mã santafe cao_cấp mã_lực hàng_tá hệ_thống an_toàn vui_vẻ,positive
toyota,vios,,2025,sedan,vios dẫn_đầu assent citi,positive
mitsubishi,xforce,ultimate,2024,suv,thiết_kế taplo mit huyn hơi thất_vọng,negative
hyundai,accent,,2024,sedan,đuôi xe mẫu cũ đẹp,negative
nissan,almera,,2025,sedan,khung gầm cách_âm cảm_giác lái nissan honda,positive
geely,coolray,flagship,2025,suv,đẹp,positive
nissan,kicks,e-powers,2025,suv,xe nhật đẹp giá hợp_lý bán_chạy ngoại_thất đầy_đặn to_dân,positive
mg,5,std,2024,sedan,mg5 đẹp lắm ngộ_ngộ,neutral
mg,5,std,2024,sedan,mg đầu ok chạy hư_hỏng sửa_chửa mua xe trung_quốc,negative
toyota,vios,,2025,sedan,kết_thúc kỷ_nguyên vios,negative
byd,atto 3,,2024,suv,nội thất_đẹp lạ gái đẹp ấn_tượng va_cảm_xúc đầu an_tâm trạm sạc_hậu mãi bảo_dưỡng sửa_chữa phụ_tùng thay_thế nội_thất đẹp ấn_tượng đi xe nỗi lo trạm sạc hãng rút việt_nam mệt lắm,neutral
hyundai,creta,n line,2025,suv,nuốt cửa_sổ trời nc kín,negative
mitsubishi,xforce,ultimate,2024,suv,đợt vf9 đâm cao_tốc nhìu chê công_nghệ phanh đâm coi clip chạy bảo_vệ,negative
geely,coolray,flagship,2025,suv,ngoại thất lỗi_thời,negative
honda,city,1.5 rs,2025,sedan,city rẻ phân_khúc bàn,positive
nissan,kicks,e-powers,2025,suv,6 xx ôi,negative
skoda,slavia,style,2025,sedan,volkswagen virtus thay logo chê giá_cả,positive
byd,sealion 6,,2025,suv,khung gầm_yếu phân_chia công_suất hỏng thay 200 tr,negative
vinfast,vf 6,,2024,suv,nhắm có_lẽ chốt,positive
toyota,corolla cross,v,2024,suv,fan cuồng_toy thuốc chục bảo cross so_sánh tiêu_chí cx5,negative
toyota,corolla cross,v,2024,suv,to_xác xforce thử hàng ghế rộng_rãi thoải_mái hàng ghế xforce ngả sâu,negative
toyota,yaris cross,máy xăng,2024,suv,đi yaris hv hôm_qua lưu_thông xe phanh đột_ngột hơi xe tự_động phanh trải toyota xe rẻ_cơ,positive
mitsubishi,xforce,ultimate,2024,suv,chạy tốc_độ 70 km h đụng nhẹ vật cản chứng_tỏ hệ_thống an_toàn chủ_động phanh khẩn_cấp xe ngon hệ_thống phanh khẩn_cấp xe toyota corolla croos test hệ_thống phanh chủ_động toyota corolla croos hv dám thử tốc_độ 30 km h corolla_croos bền máy_móc khung gầm đâm_đụng thua xe,positive
toyota,vios,,2025,sedan,mua vios bền mà_còn tiết_kiệm chi_phí gd,positive
toyota,corolla cross,v,2024,suv,cross một_chút vé vớt tucson,negative
haval,jolian,,2025,suv,xe tàu ngon rẻ bình_thường chả đi khen xe tàu hơi thừa tiền rẻ đi bù logo,negative
toyota,corolla cross,v,2024,suv,thử cross tuson cross hòa mùa hè miền trung tuson đi tức xe 1 tỷ điều_hòa mát,positive
byd,atto 3,,2024,suv,thiết_kế ngoại_thất đẹp thiết_kế nội_thất byd thẩm_cực kì,neutral
kia,seltos,,2024,suv,thắng kiểu kho canh tranh xforce,negative
byd,atto 3,,2024,suv,xe byd chạy,positive
mg,5,std,2024,sedan,xe tàu tiết_kiệm nhiên_liệu xe tàu xe tiết_kiệm hãng vạn,negative
skoda,kushaq,style,2025,suv,cầm kushaq chạy xuyên việt 1500 km xe tiền phân_khúc động_cơ 7 đ hộp 9 đ khung gầm 9 đ chất xe châu_âu hào_nhoáng thực_dụng chạy bốc_sướng khung gầm trang_bị an_toàn tử_tế túi_khí phiên_bản rẻ,positive
kia,seltos,facelift,2024,suv,ngáo giá,negative
toyota,vios,,2025,sedan,bó_tay đợi mãi thất_vọng mua vf5,negative
skoda,kushaq,style,2025,suv,mùi xe hơi khó_chịu mùi keo chuyên việt_nam hả tipcar xe vios vinfast fadil mùi,negative
skoda,slavia,style,2025,sedan,cọc kushaq hôm gò vấp slavia chút tiếc_nuối sedan thoáng cuv_bản full đau,positive
vinfast,vf 6,,2024,suv,xe mua vf6 lỗi chết di_chuyển d tự_động nhảy p xe trôi tự_do liền may xe cụ đi,negative
geely,coolray,flagship,2025,suv,có_lẽ mua,positive
honda,city,1.5 rs,2025,sedan,city rs test làn vô_lăng đánh_lái nhẹ xe_nhật tinh_tế an_toàn,positive
mg,5,std,2024,sedan,chạy gia_đình dịch_vụ thua ăn_xăng tương_đương innova xác xe hạng,negative
mazda,cx-3,1.5 at,2025,suv,đẹp đẹp nội_thất chặt,positive
skoda,slavia,style,2025,sedan,mua xe thích_slavia xe phân_khúc sedan b cảm_giác tiếng xe chạy dịch_vụ chạy slavia đường cảm_giác class giá ngang v mấy b mua sedan b mua,positive
byd,atto 3,,2024,suv,đẹp thiệt_treo đa_điểm đi sướng lắm đi mệt giá mấy đớp liền,positive
toyota,corolla cross,v,2024,suv,lớn_tuổi lái_xe corolla cross mua xe đầu thanh_niên chị_em phụ_nữ cx5 mua hãng nhầm giá đầu mua nhầm,neutral
skoda,slavia,style,2025,sedan,skoda bảo_dưỡng phân_khúc cỡ b,negative
skoda,kushaq,style,2025,suv,bàn xấu đẹp trang_bị tùy nhu_cầu mua skoda mua xe 0 km kodiaq dám câu đấy,positive
skoda,kushaq,style,2025,suv,kushaq lắp camera anh_em garage miền bắc miền nam nâng_cấp hihi,positive
mg,zs,hybrid,2025,suv,động_cơ ổn đấy giá lắm xe trung_quốc,negative
nissan,almera,,2024,sedan,cửa_hàng,positive
nissan,almera,,2025,sedan,cảm_giác tử_tế xe honda kỳ_lạ việt,positive
vinfast,vf 6,,2024,suv,ế dạo book quảng_cáo hàng ngồi_xổm,negative
vinfast,vf 6,,2024,suv,fv6 trang_bị cao_cấp âm_rẻ giảm_sóc êm rộng,positive
mazda,cx-3,1.5 at,2025,suv,cx3 xúc ngoại_hình hẳn bảo m2 đồ_chơi chả kiểu chả màn android,neutral
vinfast,vf 6,plus,2025,suv,triệu thực xe,negative
toyota,vios,g,2024,sedan,nội_thất xe cảm_ứng nút tương_tác vật_lí,neutral
mg,5,luxury,2025,sedan,mg giá chất_lượng,positive
skoda,slavia,style,2025,sedan,bom có_lẽ lấn_cấn máy turbo độ trễ cửa_sổ trời đắp mấy,neutral
haval,jolian,,2025,suv,yếu_tố trung_quốc ngon cx5,positive
haval,jolian,,2025,suv,xe trung_quốc thay giá cong tot_nhung s vay,positive
toyota,yaris cross,máy xăng,2024,suv,yariss cross đẹp,positive
skoda,slavia,ambiton,2025,sedan,mong video so_sánh mẫu xe city vios ngon tầm giá,positive
skoda,kushaq,style,2025,suv,lo lỗi_vặt đại_lí sale hyundai đấy yên_tâm trừ skoda gian phòng đại_lí hyundai chờ đại_lia lắm,negative
skoda,kushaq,style,2025,suv,cảnh_báo mù hữu_dụng đi đường đi xe_máy đèn gương sở_hữu ô_tô dám lái_xe đén đấy lọt mù ô_tô đấy chủ_động đi mù đấy hữu_dụng đấy hẳn vô_dụng,positive
toyota,vios,g,2025,sedan,trang_bị thua city accent option sai,negative
byd,atto 3,,2024,suv,tàu công_nhận xe_điện ngon_vờ cờ_lờ chạy thử phê_lòi cách_âm xe,positive
toyota,vios,g,2025,sedan,thùng tôn di_động,negative
nissan,almera,,2024,sedan,đẹp vãi lồn giấy 6 xx cân_nhắc đấy,positive
skoda,kushaq,style,2025,suv,hãng chạy thử chốt công_nhận xe chạy bốc_đầm xe nhật_hàn,positive
skoda,slavia,style,2025,sedan,xe suv đi chợ quanh quanh tiện lái loạt xe chốt city cọc slavia ra_mắt lái thử chốt lẹ giá hời thực_dụng đóng xe kêu kiểu phòng phành cua bám đường điều_hòa mát hàng rộng thoải_mái hôm lái thử đi sale phê_cốp mấy girl tui nể vỉa_hè mớm ga người_nhà tui lái thử mê,positive
mg,5,std,2024,sedan,mg5 std km lăn bánh 500 tr_tội mua hihi,positive
honda,city,1.5 rs,2025,sedan,nằm giá đợt city nhảy top chạy khuyến_mại đợt mất_hút,positive
skoda,kushaq,style,2025,suv,xe škoda kushaq sec škoda kamiq hai xe khung gầm xe vw roc,neutral
byd,atto 3,,2024,suv,xu_thế xe_điện chất_lượng dịch_vụ rẻ cạnh_tranh ok,positive
nissan,almera,,2025,sedan,xe đời_mới đẹp,positive
kia,seltos,facelift,2024,suv,trải_nghiệm đời máy_yếu phản_hồi chậm chạy cao_tốc ồn lắm khung gầm,neutral
mg,5,luxury,2025,sedan,ưng_mắt,positive
vinfast,vf 6,eco,2025,suv,hãng mãi khắc_phục lỗi ve_kêo ta xe,negative
hyundai,accent,,2024,sedan,thẩm_nổi thiết_kế nữ,negative
hyundai,accent,,2024,sedan,xe đẹp og,positive
skoda,kushaq,style,2025,suv,xe châu_âu giá rẻ,positive
mg,zs,std,2024,suv,chạy mg5 hối_hận ngờ tầm_giá mua gầm chạy đường việt_nam khỏe lưng,positive
skoda,slavia,style,2025,sedan,động_cơ vw đấy,negative
mg,zs,hybrid,2025,suv,trang_bị ngon_máy ok tính_năng an_toàn adas giá loanh_quanh 65 p củ khoai hãng nhật_bản hàn_quốc khóc thét,positive
skoda,kushaq,style,2025,suv,xe tử_tế,positive
vinfast,vf 6,eco,2025,suv,vf6 plus ngon đi gia_đình độ ngả ghế chút thoải_mái,positive
byd,atto 3,,2024,suv,nội_thất sến súa,negative
skoda,kushaq,style,2025,suv,đồ wolk sửa chửa chi_chắt đau ví lắm,negative
toyota,corolla cross,v,2024,suv,ok,positive
skoda,slavia,ambiton,2025,sedan,at giá,positive
nissan,kicks,e-powers,2025,suv,ngại động_cơ hybrid nước_ngoài nissan rẻ xe xấu giá đổi tiền liền,neutral
toyota,vios,,2025,sedan,gió accent thua đẹp xấu mấy xe phân_khúc sài công_nghệ đai kiểu đai,negative
omoda,c5,,2024,suv,xe ok ngoại_trừ tính_năng sưởi ấm ghế,neutral
nissan,almera,,2024,sedan,xe ngon chất_lượng giá_thành rẻ tiền công_sức mua mấy xe chất_lượng tiết_kiệm xe_máy lái ngon treo ngon tầm_giá rôi đi mua mấy xe sơn đẹp chất gỗ kém,positive
hyundai,accent,,2024,sedan,accen đầu đẹp nội_thất đẹp an_toàn ok,positive
honda,city,1.5 rs,2024,sedan,đi lùi cẩn_thận sụt gầm,negative
toyota,corolla cross,v,2024,suv,nhật bán_chạy tôm_tươi xe chờ giao xe,positive
skoda,kushaq,style,2025,suv,chốt style,positive
mitsubishi,attrage,cvt,2024,sedan,thua i10 sedan độ an_toàn âm,negative
haval,jolian,,2025,suv,xe crv nha,negative
geely,coolray,flagship,2025,suv,hy_sinh cửa_sổ trời cửa gió hòa ghế,negative
geely,coolray,flagship,2025,suv,thiết_kế cuốn_hút,negative
vinfast,vf 6,plus,2025,suv,đầu phân_vân vf6 plus nâg 7 eco chênh 40 tr lái thử 7 eco 6 plus nâg chiều lái d chốt 6 plus,positive
vinfast,vf 6,,2024,suv,âm_vf6 thua xe hạng b creta seltos đi kiểu vf6 êm trừ mec ls,positive
toyota,vios,,2025,sedan,đi thử yaris cross daihatsu đội lốt toyota cảm_giác xe rẻ_tiền kiểu khung gầm đi gờ giảm_sóc tiếng lộc cộc lỏng_lẻo nhựa nội_thất nhựa thừa_mỏng ọp_ẹp vỏ xe mỏng chất_toyota buồn_vios daihatsu thời,negative
hyundai,accent,,2024,sedan,xe hyundai_dịp thiết_kế rườm_rà hình_thù ô_tô truyền_thống,negative
geely,coolray,flagship,2025,suv,xe tau khua,negative
skoda,kushaq,style,2025,suv,hãng skoda mong định_hình lựa_chọn xe thế_hệ trẻ việt_nam bảo_vệ gia_đình khung gầm_thân vỏ túi khí adas ưu_tiên mấy màu mè phanh_đĩa cửa chỉnh ghế phanh điện_tử chấp_nhận thao_tác phanh,positive
nissan,almera,,2025,sedan,v tuần xe đi chẳng chê tiết_kiệm âm_rẻ đi êm_du,positive
toyota,corolla cross,v,2024,suv,đường ngựa toyota an_tâm,positive
toyota,corolla cross,v,2024,suv,lăn bánh cx5 tucson outlander territory đéo xe ngon,negative
toyota,corolla cross,v,2024,suv,bàn_thờ táp lo thô nhô chân đụng đầu_gối cửa_hàng ghế độ xe ok,negative
skoda,slavia,active,2025,sedan,3 ng làm_ăn dự_định chở ông_bà anh_chị_em tiền mazda2_thể_trạng trung_bình việt mấy ghiền thiệt hài_lòng,positive
toyota,vios,,2025,sedan,daihatsu việt_nam doanh_số ngang atrage mis dấu chấm_hết tượng_đài,negative
mazda,cx-3,1.5 at,2025,suv,đi toyota đời cũ toàn hỏng khu điều_hòa gió gió,positive
mg,5,std,2024,sedan,nội thất_mg5 đẹp_mắt,positive
kia,seltos,,2024,suv,tính_năng an_toàn kém giá phân_khúc,negative
geely,coolray,flagship,2025,suv,tương_đồng karoq tiêu_thụ nhiên_liệu gấp đôi karroq,negative
vinfast,vf 6,eco,2025,suv,vf mua chạy dịch_vụ hợp chấm_hết,neutral
toyota,corolla cross,v,2024,suv,tiền vải cụ sai ngon_bổ rẻ xe tí,positive
vinfast,vf 6,,2024,suv,hạng b 200 hp bình_thường xe mượn đeo âm_ngang creta máy đo tui đi vf6 hệ_thống treo vf6 đi phát_huy đi êm xe thân vỏ dày chấp_nhận không_gian hơi hẹp trải_nghiệm chính_xác,neutral
geely,coolray,flagship,2025,suv,ghế trẻ_em isofix chuẩn,positive
omoda,c5,,2024,suv,xe chỗ chê mởi_tội sx china,negative
skoda,slavia,style,2025,sedan,đẹp tiếc phanh_đĩa bánh_trông trống rỗng,negative
hyundai,accent,,2024,sedan,xe đẹp option ngon_giá ổn,positive
hyundai,creta,n line,2025,suv,đẹp,positive
mitsubishi,attrage,cvt,2025,sedan,xe nhật khách_hàng tin_tưởng tuyệt_đối,positive
vinfast,vf 6,eco,2025,suv,vf6s lựa_chọn rẻ lái kiểu_dáng hiện_đại đi xét toàn_diện nhu_cầu gia_đình lăn tăn,positive
toyota,yaris cross,máy xăng,2024,suv,hrv mặc_dù ồn đắt cân_nhắc chi_phí lâu_dài yaris cross ổn,positive
skoda,slavia,style,2025,sedan,mua lựa_chọn rẻ,positive
skoda,kushaq,style,2025,suv,ngon geely coolray,negative
mg,zs,luxury,2024,suv,nguồn_gốc mg xe chủ trung_quốc nguồn_gốc trung_quốc chỗ độ ồn âm_rẻ seltos phân_khúc đi đầm cửa đóng dòng cỡ b x force toàn tôn_mỏng nản lái góc quan_sát ok rẻ x force seltos x force lái khó_chịu xe cua bẻ lái_gắt hiện_tượng văng cảm_giác dòng phân_khúc ghế êm đi đường trường nhàn 3 l 100 km đô_thị 10 l tiếng cộc cộc gờ giảm_tốc rõ_ràng ổn kiểu pực pực tầm 4 v cộc cộc lỏng_lẻo cảm_giác chi_tiết tàu xe ok chất_lượng kiểm_định kl 600 tr mg zs ổn,positive
skoda,kushaq,style,2025,suv,xe đầy_đủ tính_năng cốt_lõi thiết_yếu phanh điện_thoại hold liên_tục đèn tđ đi đêm_nhàn camera khu chật_hẹp hud quan_sát hạn_chế tốc_độ nhận_diện biển_báo kịp bảng cắt bớt cửa_sổ trời adas tính_năng kia vô_cùng tuyệt_vời lái,neutral
skoda,kushaq,style,2025,suv,giá lăn_tăn 100 tr suy_nghĩ,negative
vinfast,vf 6,plus,2025,suv,xe mã đẹp công_năng xoàng_vinfast thiết_kế xe,negative
nissan,almera,,2024,sedan,raize thay_vì almera khóa tỷ_số truyền xe tự_động đi đèo,negative
nissan,almera,,2024,sedan,đi cũ ngon,positive
mg,5,std,2024,sedan,công_nhận new mg5 màu đen nét,positive
mazda,2,at,2025,sedan,mazda cố cố_almera city,positive
vinfast,vf 6,,2024,suv,vinfast trang_bị bánh dự_phòng thuận_lợi đường việt_nam đinh thép xì rô_vinfast xem_xét,negative
skoda,kushaq,style,2025,suv,xe triệu ok,positive
mazda,cx-3,1.5 at,2025,suv,mua xe đầu giá rẻ xúc anh_em,positive
geely,coolray,flagship,2025,suv,may_mà cân_nhắc mua xe rủ nhảy hố,negative
toyota,corolla cross,v,2024,suv,đắt 200 tr mua yariss cross,negative
byd,sealion 6,,2025,suv,công_nhận hãng xe trung_quốc làm_đẹp chê ngoại_hình,positive
nissan,almera,,2024,sedan,woow,positive
toyota,vios,,2025,sedan,gầm tý ok,neutral
vinfast,vf 6,eco,2025,suv,đợi limogreen 7 xx giảm_giá,neutral
mazda,cx-3,1.5 at,2025,suv,điều_hòa tự_động nhét màn_hình cảm_ứng sướng hòa_cơ xpander,negative
skoda,kushaq,style,2025,suv,bảo_dưỡng đắt xe_nhật chất_lượng,neutral
byd,sealion 6,,2025,suv,nhin nội_thất hoàn_thiện đường kim_mũi đẹp tầm tiền xe nhật xe hàn_thua,positive
geely,coolray,flagship,2025,suv,ngon máy_lạnh yếu,negative
mg,5,std,2024,sedan,xe uống xăng,negative
mg,zs,luxury,2025,suv,cửa_sổ trời thoáng đãng,positive
byd,atto 2,,2025,suv,byd tối_ưu không_gian xe rẻ nội_thất_chỉn chu_thực_sự thích_hợp gia_đình,positive
vinfast,vf 6,plus,2025,suv,xe chạy ok lắm nha mấy mua tuần,positive
skoda,kushaq,style,2025,suv,tầm tiền xe thương_hiệu châu_âu chê nsx phanh_đĩa ok phanh_tang trống phèn phèn,neutral
mazda,cx-3,1.5 at,2025,suv,xe e300 mua ưu_điểm cao_thoáng xe bốc loa xe đi 7 m ok xăng tầm 6 l 100 km cảm_giác lái tầm tiền tỉ chả_thể đòi_hỏi xe hãng nhược_điểm đạp ga sâu_chút tiếng máy_vọng to_chắc đi xe mer êm_quen người_lớn kết xe nhập tiết_kiệm xăng êm_giá rẻ phân_khúc chả chê,positive
byd,atto 3,,2024,suv,xe trung_quốc hơi ngon đừng byd hãng xe trung_quốc top xe_điện bán_chạy thế_giới ví_dụ bejing_x7 cực_kì ngon bền tiếc phân_phối hãng rút việt_nam,positive
vinfast,vf 6,plus,2025,suv,hy_vọng thế_hệ vin dời gương chíu hậu trục thoáng lái_xe an_toàn ngã ngã tư,negative
geely,coolray,flagship,2025,suv,option cảnh_báo lệch làn,positive
vinfast,vf 6,,2024,suv,byd atto cạnh_tranh vf6_sạc tiền quãng đường di_chuyển treo phụ_thuộc cứng_sóc giá sêm sêm dịch_vụ bảo_dưỡng đắt_đỏ phụ_tùng sẵn trạm dịch_vụ mua,positive
mg,zs,luxury,2025,suv,xe tàu dịch_vụ hậu_mãi rẻ đại_lý đông,positive
nissan,almera,,2025,sedan,chạy ok vios,positive
toyota,corolla cross,v,2024,suv,vẫn chưa hiểu sao bỏ cũng để lấy con này được,negative
skoda,slavia,style,2025,sedan,buồn,negative
toyota,vios,g,2025,sedan,đèn xi nhan_chán,negative
honda,city,1.5 rs,2024,sedan,phanh điện_tử chấp đối_thủ độ đẹp,neutral
mazda,2,at,2025,sedan,rẻ ngon xe mua xe đầu,positive
omoda,c5,,2024,suv,chê trung_quốc đi xe trung_quốc xe trung_quốc giá rẻ thị_trường việt_nam hãng bớt ngáo giá,positive
kia,seltos,,2024,suv,xịn cũ cũ xe rẻ_tiền,positive
hyundai,accent,,2024,sedan,xe tầu chê xe hàn mê thiết_kế pháp_sư tung,neutral
geely,coolray,flagship,2025,suv,đọc coment ác_cảm thiện_cảm xe trung_quốc nhấn_mạnh trung_quốc kinh_tế phát_triển công_nghệ sx chiệc ô_tô bền_chắc quá_sức đại_diện beijing x7 geely hãng xe trung_quốc coolray xe nhập nguyên malaysia thị_trường tiêu_chuẩn hề kiểm_chứng khách_quan sâu_xa nguồn_gốc cố_gắng xây_dựng thị_trường việt_nam sản_phẩm trải_nghiệm kỹ sản_phẩm sale quảng_bá,positive
toyota,corolla cross,v,2024,suv,cửa_sổ trời toàn_cảnh nhược_điểm cửa_sổ trời cx5 ngon_mặt ca_lăng đẹp cũ ý_kiến,negative
byd,atto 2,,2025,suv,thằng mua xe mấy nút bấm màn_hình khung gầm treo treo byd mấy que sắt,negative
hyundai,accent,,2024,sedan,ngoại thất xấu đời cũ,negative
nissan,almera,,2024,sedan,tiếc phanh tang_trống lẫy vô_lăng ok,positive
geely,coolray,flagship,2025,suv,màu đen huyền_bí sang_trọng,positive
toyota,corolla cross,v,2024,suv,top số_lượng mỹ,positive
vinfast,vf 6,eco,2025,suv,hảng khắc_phục gấp,negative
honda,city,1.5 rs,2025,sedan,nội_thất thẩm_nổi bảo_thủ phá_sản,negative
vinfast,vf 6,,2024,suv,xe rẻ,positive
mazda,cx-3,1.5 at,2025,suv,mua md2,negative
geely,coolray,flagship,2025,suv,chi_phí đăng_ký rẻ,positive
vinfast,vf 6,eco,2025,suv,vf6 đẹp công_nhận xe xăng tuyệt_con mẹ vời,positive
vinfast,vf 6,eco,2025,suv,mua chạy ok đôi_khi báo lỗi linh_tinh chạy bình_thường rẻ tầm_giá mua tổng cỡ mua cục sạc 12 kw t7 tặng fre sạc rưỡi tuyệt_vời,neutral
toyota,corolla cross,v,2024,suv,tầm tiền mua cổlacarot,positive
haval,jolian,,2025,suv,xe tàu màn lag vãi lồn,negative
toyota,vios,,2024,sedan,cvt ok,neutral
honda,city,1.5 rs,2025,sedan,thiết_kế xấu,negative
toyota,yaris cross,máy xăng,2024,suv,đi yaris cross hev êm_nhé,positive
honda,city,1.5 rs,2025,sedan,tiền vừa_phải city,positive
byd,atto 3,,2024,suv,cửa gió hòa hợp_mắt lắm,negative
vinfast,vf 6,eco,2025,suv,ngoại_hình vf6 đời to chú_trọng công_nghệ vf6s lựa_chọn hợp_lý eco thất_vọng cắt_giảm trang_bị tính_năng cơ_bản gập gương điện ghế_gói an_toàn honda sensing honda city base giá triệu trang_bị sensing quyết_định mua city rs giá triệu vf6 ra_mắt,negative
mitsubishi,xforce,ultimate,2024,suv,động_cơ xpander tải khỏe máy bền,positive
honda,city,1.5 rs,2025,sedan,city van mai_dinh gia_hien re rs roi hihi,positive
mg,zs,hybrid,2025,suv,mua xe trung_quốc trung_chữ quốc ta xe xe hàn_quốc xe hàn mua đi,negative
geely,coolray,flagship,2025,suv,cốp,positive
skoda,slavia,style,2025,sedan,xe gào_ác,negative
omoda,c5,,2024,suv,mấy ok ngại sdung,negative
nissan,almera,,2024,sedan,sai_lầm nissan máy đi tầm máy i3 nhược_điểm,negative
honda,city,1.5 rs,2025,sedan,city fom đẹp bảng đồng_hồ cản mua l_giá rs tiếc,positive
honda,city,1.5 l,2025,sedan,lỗi mục gầm_mục cửa khắc_phục,negative
vinfast,vf 6,eco,2025,suv,đi km đi tính_chất công_việc mua xe km va quẹt móp d,neutral
mitsubishi,attrage,cvt,2025,sedan,màu trắng ngọc_trai đẹp sơn bóng lâu_rửa xe xong,positive
honda,hr-v,g,2025,suv,xe nhược_điểm nằm xe,negative
mg,zs,std,2024,suv,báo_giá chi_phí,negative
vinfast,vf 6,plus,2025,suv,trải_nghiệm xe thiết_kế xe hãng xe non_trẻ thiết_kế nội_thất công_thái_học đòn nắm mở_cửa mở_cửa lẫy xi_nhan hợt chuẩn_xác nút cảnh_báo chỗ hợp_lý gió hòa kêu to gió kêu ù_ù khó_chịu base vf6 ngả ghế ngược_đời vất_vả thò gạt gạt vô lăng_hơi sở_thích to truyền_thống lẫy bật tắt đèn màn_hình cảm_ứng lái_xe thao_tác màn_hình thao_tác chạm động_cơ xe kinh vô_lăng lái hời_hợt chính_xác độ tin_cậy đâm_ra tăng_tốc đường việt_nam cảm_giác bất_an hãng thiết_kế cánh cửa hở khe cửa chỗ chân trời mưa bùn_đất dính xe dơ quần đi xe xe nằm đường dừng đèn_đỏ xe báo key chết_ngắc đường khốn_nạn xe start stop khởi_động xe xe cầm xe key xe cắt phanh phanh điện_tử p phanh hạ_vậy dừng xe n phanh chân cảm_giác khó_chịu dừng đèn_đỏ hạ phanh p auto un lock cánh cửa cài_đặt trải_nghiệm xe xe khen hệ_thống treo ổn tầm giá thân vỏ cứng_cáp máy đi bốc_sạc miễn_phí đi xe thoải_mái đầu_óc nhiên_liệu free trạm sạc tranh trạm sạc hơi ối dồi ôi,negative
kia,seltos,facelift,2024,suv,triệu lăn bánh adas,negative
hyundai,accent,,2024,sedan,đèn_pha kia carens,neutral
skoda,slavia,ambiton,2025,sedan,nền_tảng cốt_lõi khung gầm ưu_thế tuyệt_đối phân_khúc,positive
skoda,kushaq,style,2025,suv,mua xe gầm,positive
toyota,yaris cross,máy xăng,2024,suv,mua yc đỡ 65 tr mua yc hợp_lý mua xp uti cố cx5 deluxe_niên_yết mượt mua yc hev múc cx5 lux hợp_lý v,positive
byd,seal 5,dm-i,2025,sedan,mấy mẫu cuv cỡ b phev tầm giá có_lẽ hợp_lý sedan thoái_chào cuv cỡ phev giá đắt,negative
omoda,c5,,2024,suv,xe trung_quốc giá rẻ chi_phí phụ_tùng rẻ trung_quốc phủ chết 3 s toàn_quốc,positive
geely,coolray,flagship,2025,suv,ghế tựa đầu,positive
mg,zs,luxury,2025,suv,ghế thông_gió mát mùa hè cực,positive
skoda,kushaq,style,2025,suv,chạy cao_tốc ổn_định lắc_lư,positive
