brand,model,version,year,segment,comment,label
vinfast,vf 6,eco,2025,suv,Vf6s thêm gói adas giá hơn 2chục nữa là ngon nhỉ,neutral
huyndai,accent,,2024,sedan,"Xe Hàn, Nhật , đa số người việt đều chọn Nhật nếu cả hai giá không nhau nhiều.",negative
huyndai,accent,,2024,sedan,Cái đoạn đầu đi cao tốc thấy ồn dội vào khá lớn ấy chứ.,negative
byd,atto 3,,2024,suv,"Cá nhân tôi nhìn và thích ngay cái nhìn đầu tiên, của dòng,byd, nếu là thanh niên trẻ,byd, seal,2025, dáng vẻ rất sang trọng, lịch lãm, và hiện đại, với những người lớn tuổi, thì dùng,byd,atto3, cũng khá đẹp,byd, được khách hàng các nước châu âu, đánh giá cao,",positive
mg,zs,std,2024,suv,Kể ra bỏ qua được cái thương hiệu thì nó đáng giá từng xu bỏ ra khi mua xe mới ( Không so với xe cũ ),neutral
toyota,yaris cross,máy xăng,2024,suv,Cứ giảm giá mạnh vào là bán chạy,neutral
vinfast,vf 6,,2024,suv,Giá khó khăn quá,negative
honda,city,1.5 rs,2025,sedan,Và tui sẽ là ng sắp rinh thêm 1 chiếc City :D,positive
skoda,slavia,style,2025,sedan,Hãng Skoda theo mình được biết thì đây là hãng sản xuất xe tăng của tiệp khắc cũ.Cũng là hẵng từng chế tạo xe Tiger cho lục quân phát xít Đức Nên họ sản xuất ô tô thì chắc khỏi phải nói.,positive
skoda,kushaq,style,2025,suv,"Ngoại thất bền bỉ, sơn tốt.",positive
toyota,yaris cross,máy xăng,2024,suv,2 con này thì ai thích con nào thì lấy con đó thôi. Mua YC thì đỡ đc 65tr. Mình thấy mua YC là hợp lý. Chứ mà mua XP uti thì cố mà lên cx5 deluxe niên yết 749 lại mượt hơn. Còn mà mua YC bản HEV thì múc Cx5 bản Lux nó hợp lý hơn :v,positive
skoda,kushaq,style,2025,suv,"Tiêu hao nhiên liệu thấp, khoảng 6l/100km.",positive
mitsubishi,attrage,cvt,2025,sedan,Bảo dưỡng chưa tới 1 triệu/lần,positive
mg,zs,hybrid,2025,suv,quả vô lăng lái ảo ma lắm,neutral
toyota,yaris cross,máy xăng,2024,suv,"Xe này mình lái thử khá ok, hơn mấy con Xforce, creta là chắc, daihatsu nó cũng nổi tiếng việc sản xuất xe phân khúc A, B, đội madza subaru muốn mua daihatsu mà không được, toàn nhờ daihatsu sản xuất hộ, bên nhật thương hiệu daihatsu là được tin yêu hơn cả toyota",positive
geely,coolray,flagship,2025,suv,"mk có đưa ra 2.3 sự lụa chọn. nhưng khi 2 vc đi xem và lái thử con này đầu tiên thì xuỗng cọc luôn ko đi xem các con khác nữa..hi
 thật sự rất ưng ý .xe rát chắc chắn và lái rất sướng
 chờ ngày đẹp là lấy về thoi. :))",positive
honda,city,1.5 rs,2025,sedan,"city mình mới lấy ngoài bị rỉ , ồn còn lại oke",negative
skoda,kushaq,style,2025,suv,"Xe châu âu thì khung gầm, thân vỏ quá ư là ngon rồi. Tôi lái thử con raize, xforce thân vỏ khá chán, ọp ẹp",positive
mazda,2,at,2025,sedan,"Hạng B nhưng làm vua ở hạng A, tại thua mấy con hạng A nâng đít. Xe đẹp phong cách",positive
skoda,kushaq,style,2025,suv,"Động cơ mạnh, vượt dốc dễ.",positive
byd,sealion 6,,2025,suv,"Xe tàu chất tôn , thép.rất kém.dùng một thời gian xuống cấp... nhiều khi gãy ,hàn rỉ.xuống cấp rất nhanh... còn về hình thức, thiết kế,trang bị thì quá ngon số với giá tiền.",positive
geely,coolray,flagship,2025,suv,"May mà lúc cân nhắc mua xe em không gặp anh, chứ gặp là anh rủ nhảy hố =]]",negative
honda,city,1.5 rs,2024,sedan,"City vẫn quá ngon so với tầm tiền, ông vua phân khúc Sedan B, ăn đứt mọi đối thủ",positive
honda,city,1.5 rs,2025,sedan,Xe hộp số CVT thì lẫy chuyển số làm màu thôi bác,negative
byd,sealion 6,,2025,suv,"Hãng xe Tàu khác thì có thể bị chê, chứ BYD nó đã được khẳng định ở toàn cầu, chất lượng khỏi bàn. Em thấy nội ngoại thất quá tinh tươm cho một chiếc xe hạng C. Thêm sự lựa chọn, cạnh tranh để người dùng được hưởng lợi. Nếu có điều kiện đổi xe, lên đời em cũng sẽ cho xe hybrid của BYD vào danh sách mua trải nghiệm",positive
vinfast,vf 6,plus,2025,suv,"cái đọc biển báo vẫn còn ngáo lắm, mình chạy qua biển 10T toàn bị báo 10km/h, những đường có nhiều biển báo tốc độ thì nó đọc sai bét nhè.",negative
toyota,yaris cross,máy xăng,2024,suv,"Xf bác so với Pre chắc ngang cơ hơn về cả giá và option vì Yaris Cross lăn bánh có hơn 700tr xíu trong khi tính ra Xf ultimate tiệm cận 800tr, và tầm ý có khi ngta lại chuyển lên Cx5 được r.",neutral
toyota,vios,g,2024,sedan,xe mới đi 1 năm ( rất bền bỉ ) :)) nó thành câu cửa miệng của fan toy,positive
huyndai,accent,,2024,sedan,Quá đẹp.,positive
vinfast,vf 6,plus,2025,suv,Nói chung kiểu dáng ok nhưng nội thất với tui không hợp lí từ khâu thiết kế đến công năng sử dụng rất bất tiện,negative
toyota,corolla cross,v,2024,suv,Túc thì dáng đẹp hơn . Có bản dầu . Ross thì làm lại ga năng và cặp đèn pha nhìn sẽ đẹp .,negative
mazda,cx-3,1.5 at,2025,suv,"Xe chật lắm mn cân nhắc nhé, chả có công nghệ mẹ gì cả, đã chốt Sonet ko hối hận chút nào",negative
skoda,kushaq,style,2025,suv,Các hảng châu au mạng người trên hết nên an toan trang bị cũng đủ.nên mua,positive
mitsubishi,xforce,ultimate,2024,suv,Con này e thấy vẫn dưới Corrolla Cross 1 bậc!! Nhà e sở hữu cả 2 con xe nên nhận xét công tâm,negative
mg,5,luxury,2025,sedan,"giá xe bên trung quốc công nhận rẻ thật, hơn 200tr mà ko thiếu cái gì",positive
skoda,kushaq,style,2025,suv,"Xe Hàn chất lượng mức độ xe nhanh xuống, bóng bẩy lúc đầu, giá còn cao..., xe kushaq nếu chưa cần ngay đợi vài bữa nữa xẽ xuống giá, vì lắp giáp trong nước, nếu bán chậm phải xuống giá để đẩy doanh số...",negative
toyota,corolla cross,v,2024,suv,Đầu đẹp đuôi hơi lạc hậu,neutral
nissan,almera,,2025,sedan,"Chiếc xe tốt, cách âm lái đều tốt. Nhược điểm là hãng đại lý ngày càng suy giảm.",positive
toyota,yaris cross,máy xăng,2024,suv,Cứ xe Nhật thi hơn chắc xe Hàn rồi khỏi cãi,positive
byd,sealion 6,,2025,suv,Kể bản full 900 thì đẹp cơ mà 1 tỏi thì căng quá,negative
byd,atto 2,,2025,suv,anh em cứ khen thoải mái đi có sao đâu bị phát có quan tâm đâu có cái điều cốt lõi chạm sạc thì vinfast nó đã đi trước đón đầu rồi còn đâu nữa lại còn miễn phí sạc nếu cho chọn ông nào chạy dịch vụ cũng chọn limo thôi chẳng có ai ngu tự nhiên lại không muốn có 200 triệu tiền sạc 2 năm cả,negative
honda,hr-v,g,2025,suv,Bỏ gần cả tỷ bạc mà option thiếu trước hụt sau. Khung gầm trống rỗng chuột vào làm tổ. Tăng tốc máy gầm dễ sợ.  Màn hình giải trí cùi bắp. Thất vọng.,negative
skoda,slavia,ambiton,2025,sedan,Trái tim của xe1. Thì ko thích,negative
toyota,corolla cross,v,2024,suv,"Con cross là B+ thôi ,nhìn nó chật cứng à.",negative
skoda,kushaq,style,2025,suv,Mình muốn xe khỏe hơn 1 tí,negative
kia,seltos,facelift,2024,suv,"Máy 1.5 Kia ăn sao được 1.5 Hón Đà, em này đẹp trừ cái mâm nhìn chán vch, xe Hàn giờ làm mâm nhìn chán thật, nhìn xe Nhật, Đức bao năm kiểu mâm cũng thay đổi tí xíu nhìn vẫn nhã nhặn, đẹp mà không rối, nói chung mua em này đợi Creta ra bản mới hoặc làm em HRV G đi mượt hơn",negative
geely,coolray,flagship,2025,suv,"Nội thất rộng rãi hơn vẻ ngoài, cốp xe lớn.",positive
toyota,corolla cross,v,2024,suv,Hộp số CVT yếu,negative
geely,coolray,flagship,2025,suv,"10:15 tính ra MG ZS vẫn hơn về mặt không gian, nhưng nếu ưu ái cho người lái thì Coolray ăn đứt. Anh em mua xe phục vụ gia đình nên cân nhắc yếu tố này.",positive
toyota,vios,,2025,sedan,"xe bền, dễ sửa, linh kiện dễ tìm, giá cả phải chăng, tiết kiệm xăng, tính năng đủ dùng, chạy dịch vụ thì cứ gọi là vô địch",positive
skoda,kushaq,style,2025,suv,Xe tốt nhất trong phân khúc xe xăng hạng B! Mình k phải sale Skoda nhưng cảm thấy nền tảng khung gầm và động cơ hộp số rất vượt trội,positive
toyota,yaris cross,máy xăng,2024,suv,"Các bác biết vì sao mà phanh tự động của Yaris Cross lúc được lúc không hay không? Vì nó là thứ ADAS giả cầy đấy, một tính năng mà hoạt động chập chờn thì chắc chắn là lỗi. Trong video so sánh với Creta cũng dùng đúng lại loại vật cản đó, phanh được thì khen ngút trời, còn video này không phanh được thì bảo do dùng camera nên vật cản không giống thực thì không nhận diện được (xem phần trả lời comment của Tipcar). Wth? À chưa kể giữ làn lúc được lúc không (xem video của Hello xe), camera 360 mờ như tiền đồ chị Dậu. Thêm nữa bác nào rảnh thì soi thêm hệ khung gầm của con Diehatsu giả cầy này.
Khung gầm Yaris cross AC200 (DNGA-B segment), chia sẻ với Avanza/Veloz đang bán tại VN. Tuy nhiên chỉ có phần phía trước của khung gầm (chỗ khoang động cơ) là giống Veloz, các phần còn lại đã bị độ chế cơi nới cắt xẻ rồi.
Con Xforce dùng khung gầm RISE tuy đã cũ nhưng dù sao nó cũng là khung gầm toàn cầu của Mitsubishi, cách bố trí thép gia cường cũng không giống AC200 của Daihatsu (AC200 dùng cực nhiều thép 270 Mpa, RISE dùng thép 440 và 590 Mpa rất nhiều).Hình ảnh 2 khung gầm này có thể Google để xem sự khác biệt.
Các bác nên biết cùng một phân khúc thì các nhà sản xuất sẽ thêm hoặc bớt tùy chỗ để phù hợp với chiến lược bán hàng, nếu khung gầm ngon thì chi phí cho các hạng mục còn lại sẽ hơi kém, nếu option miên man thì sẽ cắt vào những chỗ ít thấy như khung gầm.
Kết luận: Xforce tránh tai nạn nặng, giữ mạng tốt nếu bị người ta đâm. Diehatsu giúp bạn giữ xe đỡ xước sau bán lại đỡ mất giá, còn mạng khi tai nạn thì hên xui",negative
byd,seal 5,dm-i,2025,sedan,Xe BYD quá đẳng cấp hiện nay đứng đầu thế giới về xe điện còn tiết kiệm nhiên liệu nhất,positive
huyndai,accent,,2024,sedan,"thích cửa sổ trời, tối hóng mát mà ko có",positive
skoda,kushaq,style,2025,suv,"Skoda là thương hiệu của CH Czech được VW mua lại cho nên suy ra chưa chắc qua được "" thương hiệu "" Kia hay Hyundai Hàn Quốc. Nên nhớ giá trị "" thương hiệu "" chiếm ít nhất 30 đến 40% giá trị xe ...chưa kể con này được "" lắp ráp "" tại Việt Nam chứ ko phải nhập khẩu 100%. Cho nên gọi là xe "" giá ngon "" ko hẳn...",neutral
mg,zs,luxury,2024,suv,610 triệu đắt hơn cả acent bản ath.giá mua đc con vios bản G của nhật.,negative
geely,coolray,flagship,2025,suv,"Tiếng gió ù ở cột A khi chạy nhanh, cách âm chưa tốt.",negative
byd,atto 3,,2024,suv,Hàng ghế thứ 2 xe vf6 ko có tuổi với atto3. 2 ô nói ko đúng.,positive
skoda,kushaq,style,2025,suv,"Xe škoda kushaq, ở bên Sec được đặt tên là Škoda Kamiq( hai xe này là sử dụng cùng 1 khung gầm, cũng giống như xe vw T-roc !!",neutral
hyundai,creta,n line,2025,suv,"bản này ok, về VN lăn bánh khoảng 850tr-900tr. Khái niệm xe Hàn rẻ hơn xe Nhật ko còn đúng nữa, từ mua mới đến phụ tùng, bảo dưỡng, nhất là ông KIA xe thì trung bình nhưng phụ tùng đắt hết hồn.",negative
skoda,kushaq,style,2025,suv,"BMT có đại lý mà t chưa thấy con nào chạy trên đường luôn, ngại chuyện đó thôi, chứ con này thiết kế hao hao Volkswagen, nên sẽ bền dáng, khung gầm dùng chung nên chắc là ok",positive
vinfast,vf 6,,2024,suv,Vf6 thế mạnh tram sạc byd thương hiệu toàn cầu,positive
mitsubishi,xforce,ultimate,2024,suv,"HRV bản base cùng phân khúc , cùng tầm giá nhưng hổ trợ trước bạ ngon hơn",positive
honda,hr-v,g,2025,suv,"Mãi mới đc kênh nói về độ ồn của hrv, còn đo máy thì ai cũng làm đc. Hrv ồn từ gầm lên nên tiếng ồn liên tục và khó chịu, nó khác vs việc ồn động cơ hay ồn do gió",negative
mitsubishi,xforce,ultimate,2024,suv,"Với tầm giá này là quá ngon rồi, hình thức mẫu mã quá ổn, tài chính hạn hẹp chỉ đủ bản glx thôi.",positive
skoda,slavia,style,2025,sedan,nhìn ngon hơn vios đấy nhỉ,positive
skoda,kushaq,style,2025,suv,"Xe ô tô, thì bền là xe nhật, cứng cáp thì xe châu âu, hầm hố xe mỹ, rẻ và nhiều tính năng thì xe hàn. Ai ưu tiên vận hành, cảm giác lái thì lựa con này được",positive
geely,coolray,flagship,2025,suv,Mặt ga lăng trước quá xấu ko đẹp,negative
byd,atto 3,,2024,suv,Nhìn đẹp thiệt . Treo đa điểm đi sướng lắm mọi người. Đi xa ít mệt. Phải chi giá 600 mấy là đớp liền,positive
kia,seltos,,2024,suv,So về giá và trang bị thì mitsu xfc ăn đứt,negative
skoda,slavia,style,2025,sedan,Sedan mà gầm cao quá thì mình lại thấy nó không đẹp.,negative
vinfast,vf 6,plus,2025,suv,Xịn. Ưng quá. Đợi bác riview tiếp. Muốn đổi City qua em này quá.,positive
vinfast,vf 6,eco,2025,suv,"Gương gập bằng tay, la zăng xấu vl",negative
toyota,vios,,2025,sedan,nói gì nói vios vẫn là cái gì mà mấy ông chưa lái thì cứ chê chớ đi rồi thì rất mê,positive
toyota,corolla cross,v,2024,suv,Khung gầm mới của cross bảo tot lắm mà đi vào địa hình kênh nhẹ 1 bánh mà cảm thấy cánh của có tiếng kêu . Cảm thấy khùng xe ko dk cứng . Ko biết túcon thế ko nhỉ,negative
vinfast,vf 6,plus,2025,suv,"Xe chạy ok lắm nha,mấy anh. Mình mới mua hơn 1 tuần",positive
toyota,yaris cross,máy xăng,2024,suv,"Trải nghiệm nhiều phân khúc này tui đảm bảo về giá tiền, trang bị +trải nghiệm + tiện ích + thẩm mỹ thì yarris cross là hài hoà nhất, ý kiến cá nhân mình là vậy",positive
toyota,corolla cross,v,2024,suv,"Bản này nhiều cái nâng cấp khá ok, bác nào mà mua bản ngay trước chắc thấy ko vui trong lòng",positive
byd,atto 3,,2024,suv,"Con xe này mà nó hỏng pin hoặc phần mềm thì mang về tầu bảo hành à ,",negative
skoda,slavia,ambiton,2025,sedan,Về dáng thì quá đẹp .,positive
vinfast,vf 6,,2024,suv,"Mình so với xforce trùm hạng B thì vf6 không gian chứa đồ và khoang sau mặt ghế hơi ngắn và lưng ghế hơi đứng khoảng sáng trên đầu xe hơi thấp tạo không gian chưa thoáng như xforce. Đi thì rất ồn nhất, đi vf6s đỡ ồn hơn nhiều. Ưu điểm thì treo êm và đi rất bốc nhạy so với xe xăng rồi.",neutral
vinfast,vf 6,eco,2025,suv,"Vf6s nói về người lái thì ok, mình rất thích. Kiểu dáng, giá cả và là xe điện nên đi khá thích. Nhưng nhìn tới hàng 2 thì.... ko thể mua nó được. Ko thể mình sướng nhưng vợ con khổ được .",neutral
honda,city,1.5 rs,2025,sedan,Con này chỉ cần mỗi phanh tay điện tử là hết bài,positive
hyundai,creta,n line,2025,suv,form dáng thể thao đẹp đẽ thật chứ,positive
byd,atto 3,,2024,suv,"Mới lái thử xe con atto3, công nhận hàng tàu nội địa nó khác bọt hẳn. Ko phải ko ko mà BYD vs tesla nó thống trị thị trường TQ, nơi có hàng trăm thương hiệu xe điện chứ ko phải như vin độc tôn ở VN.",positive
geely,coolray,flagship,2025,suv,"Phải công nhận xe TQ giờ làm hoàn thiện các chi tiết tốt quá, xe hạng B vậy mà nhìn khoang máy quá gọn gàng, ngăn nắp, trong khi nhiều xe khác tầm 4,5 tỷ cũng ko dc như vậy",positive
byd,sealion 6,,2025,suv,Khung gầm mỏng manh như con xe hàng mã ;) Nhìn dàn treo sau thua con VF5,negative
mitsubishi,attrage,cvt,2025,sedan,"Điều hòa lạnh nhanh, mát cả ngày",positive
vinfast,vf 6,plus,2025,suv,"6Plus dùng ADAS đi cao tốc cực nhàn, gần như chả phải làm gì, khỏe cả người.",negative
honda,hr-v,g,2025,suv,"bác phán chính xác, xấu hay đẹp thì còn tuỳ vào sở thích và tầm nhìn của mỗi người nên mới đa dạng xanh, đỏ, tím vàng là vậy. Về ngoại hình mình rất rất không thích tay mở của sau của HRV lại đặt ở cột C.",negative
vinfast,vf 6,eco,2025,suv,"Thiếu ưu điểm là nó cứng vững như xe tank, đi cảm giác an tâm hơn hẳn",positive
mitsubishi,attrage,cvt,2025,sedan,"Tiếng máy kêu to lúc tăng tốc, nhưng bình thường thì êm",negative
honda,city,1.5 rs,2025,sedan,Xe đệp viđieo hay và rắt chi tiết,positive
huyndai,accent,,2024,sedan,Nhìn đẹp hơn nhưng ko biết chất lượng và độ an toàn có thay đổi bằng hay vượt xe nhật ko kể ra bánh thay 18 inch thì ok hơn,positive
mg,zs,std,2024,suv,"Chỗ cốp có 2 thanh nhựa kìa, nâng miếng cốp lên thanh đó là thẳng cốp",positive
mazda,2,at,2025,sedan,"Thích mẫu này mà chắc ko hợp với nhà mình. Bố 1m8, con 1 m9.",neutral
mg,zs,luxury,2024,suv,"Nghe bác nói em thấy nó giống xe công nông đi động， hoặc giống xe công nghiệp chuyên dùng , hahaha",negative
mitsubishi,attrage,cvt,2024,sedan,"Con này đi phố thì được bác ấy, chạy cao tốc vượt xe cực chán, lốc điều hoà kêu to. Trả lái kém",negative
huyndai,accent,,2024,sedan,Quá Đẹp trong phân khúc,positive
nissan,almera,,2025,sedan,almera phải mua thêm 2 cái quạt gắn vào lưng ghế trước thổi gió ra ghế sau như xe taxi thì tha hồ mát,negative
mg,5,std,2024,sedan,"Trong số các hãng Tàu thì mình đánh giá cao MG nhất.
Giá rẻ, tiện ích mang lại trên số tiền bỏ ra rất hợp lý.
Đại lý cũng khá nhiều ở TP theo như mình thấy, ko kiểu đem con bỏ chợ như mấy hãng Tàu khác.
Cũng vào VN khá lâu, search youtube chiếc xe đầu tiên được review cũng 3 năm rồi, chưa thấy có vụ phốt hay drama gì.
Nếu giữ tốt phong độ trong vài năm tới thì người tiêu dùng sẽ dần xoá bỏ định kiến như xe Hàn cách đây 20 năm trước.",positive
hyundai,creta,n line,2025,suv,Ko hiểu sao người mua xe ko chú ý may 1.5 mà trái tim của xe là may và hộp số thì ko có gì thay đổi giá thì trên trời.người hiểu biết sẽ nhìn may 1.5 hộp số i cvt so với ko na 1.6 tu bo hộp số ly hợp kép 7cap bạn ngi sao,negative
toyota,corolla cross,v,2024,suv,"Cross hơn về nhập Thái, thương hiệu top Nhật, hybrid, CX5 hơn về máy và số 6AT, ai thích con nào thì chốt con đó vì kiểu dáng tương tự, ngồi sau độ rộng cũng không khác nhau.",neutral
nissan,almera,,2025,sedan,Mình đang chạy mẫu củ nhưng cũng khá hài lòng em nó. Nay Nisssan ra mặt bảng mới này mình cảm thấy Nissan biết lắng nghe nhu cầu của người dùng. Mấy cha chê này chê nọ đâu thì bơi vào đây mà xem nè ....,positive
vinfast,vf 6,,2024,suv,"Giá cao, khoảng 500tr thì sẽ bán chạy. Dự là sẽ giảm sau 3 năm nữa",negative
byd,atto 3,,2024,suv,con này bên ngoài đẹp vãi luôn đấy,positive
toyota,corolla cross,v,2024,suv,Đang chạy cx5 ra hãng thử lái corolla cross hev thấy nó lỏng lẻo và không bốc như các review trước đó chưa kể hộp số cross vào khá nặng tay và kêu,negative
mazda,2,at,2025,sedan,con xe hay giá đẹp mà hộp số at hẳn hoi,positive
geely,coolray,flagship,2025,suv,ra showroom Geely đóng quả cửa chắc nịch đập đập nội thất cũng thế mà tự nhiên thấy con CUV B Nhật bán chạy top 1 của mình nó lạ quá =)),positive
mitsubishi,attrage,cvt,2024,sedan,"nói cho đúng thì Atrage tiết kiệm .ngon lành nhất trong các dòng oto , đáng để xuống tiền",positive
skoda,kushaq,style,2025,suv,Con này bản base với giá hợp lý nhưng bản style giá 649 thấy hơi cao,negative
omoda,c5,,2024,suv,"cầu trước thì lùi lên dốc nó bám đường hơn, dễ hơn chứ nhỉ",positive
mazda,2,at,2025,sedan,Con này mà đi so city vios ??? Đến ạ,negative
nissan,kicks,e-powers,2025,suv,"Vấn đề lớn nhất của Kick là hàng sau. Nó chật, lưng ghế thì đứng. Bản mới vẫn vậy, cái ghế hàng 2 đứng thế kia thì còn thua cả con i10. Đồng ý là chúng ta ko thể đòi hỏi một cái hàng 2 rộng rãi, thoải mái như mpv dc nhưng làm ơn hãy thiết kế cái lưng ghế nó thoải ra một chút",negative
toyota,vios,,2025,sedan,"Tưởng sao , khá xấu không có gì ấn tượng",negative
skoda,slavia,style,2025,sedan,sao nó êm dữ a Ken :))),positive
huyndai,accent,,2024,sedan,Giá như cái đầu xe lắp từ 2023 sang thì đẹp chứ đầu xe hiện tại nhìn như stagader nhìn góc nghiêng xấu quá,negative
skoda,slavia,style,2025,sedan,3 xi lanh là động cơ cân bằng nhất mà sao rung :),negative
byd,sealion 6,,2025,suv,"Khá giống Porches, tiết kiệm, đẹp, dáng khỏe, nội thất chuẩn chỉnh, có thể Corolla cross hev, Kia sorento hybrid fev, Honda crv hybrid chắc phải hạ giá mạnh đây. 
Nhưng vẫn chưa rõ các chức năng adas của xe này lắm, cũng chưa rõ sạc tại nhà theo phương thức nào ? Mà thêm nữa BYD hiện có các trạm bảo hành ở đâu trên Việt Nam cho khách hàng biết càng sớm càng tốt.",positive
toyota,corolla cross,v,2024,suv,"Về ngoại hình thì cross đẹp hơn rồi,được trải nghiệm cả 2 con thấy yaris cross theo mình đáng mua,600tr cho giá bản thấp sẽ hợp lý hơn,ngồi ghế tài ghế phụ mình m8 mà ngồi thoáng vô cùng,ghế tài ngã hết cỡ ra sau rất thích,góc nhìn phía trước cao ráo cột a dễ quan sát ,cross thì bí quá,ngồi các hàng vẫn k ổn",neutral
skoda,kushaq,style,2025,suv,"Con xe chất phết nhỉ. Cảm giác hãng này làm ăn tử tế, xứng đáng được ủng hộ nhiều hơn. Tuy nhiên Skoda vẫn phải giải một bài toán quan trọng là tăng cường truyền thông quảng bá, tăng độ nhận diện so với xe Nhật Hàn",negative
toyota,vios,,2025,sedan,"Đúng là khoảng thời gian trước Vios là vua rồi, ko thể bàn cãi, nhưng với cái giá ra biển gần 700m những khoảng thời gian đấy thì đúng là...mặn chát! ơn trời kinh tế VN phát triển, mở cửa hội nhập sâu rộng nên giờ đã có nhiều hãng xe vào và bán với mức giá rất tốt, với trang bị và tiện nghi vô vàn. GIờ đây cuộc sống ng Việt đã tốt lên rất nhiều, họ không quá mong ở 1 con xe với cái máy quá bền, mà họ giờ đã có nhu cầu cao hơn về an toàn và trang bị tiện nghi; với 700m trong tay hiện giờ, thật sự là rất đau đầu để chọn xe vừa ý cho gia đình! Còn nhà vua thì nên an nghỉ vĩnh viễn đi!",negative
toyota,vios,g,2024,sedan,"Vừa rồi tôi mới làm 1 chuyến từ Hồ Chí Mình đi Đắk trên xe 4 người lớn, cốp sau tôi còn chở theo 300kg muối Hồng Himalaya và 1 ba lo hành lý. Đi xe vẫn chạy quá khỏe, quá ok, đi phà phà nhưng vó 1 vài nhược điểm là khi gặp ổ gà hoặc cần thắng gấp thì nghe tiếng kêu lốp bốp ở thắng, Lưu ý anh em chở hàng ở cốp sau có số kg trên 200kg thì anh em nên đi ban ngày nhé vì đi đêm đuôi xe nặng đè xuống nên đèn xe để chớ độ nào cũng chỉa vào mặt người ta đó nha. Nói chung xe quá tốt tới thời điểm hiện tại về sau thì chưa biết.",positive
vinfast,vf 6,eco,2025,suv,Giữa con này vs seltos vs creta m đã chọn seltoss . Con f6 này cốp bé tý không để vừa 3 cái valy,negative
vinfast,vf 6,eco,2025,suv,Tôi cũng đang đi con y chang con này. Rất ok,positive
honda,city,1.5 rs,2025,sedan,Xe này nếu không bị rỉ sét thân vỏ thì quá ok,negative
nissan,almera,,2024,sedan,"Phom xe đẹp,đặc biệt mặt ca lăng đẹp nhất phân khúc,đẹp hơn hạng C,đèn hậu nhỏ gọn đẹp hơn Vios City,bên trong bo tròn nhiều quá,8đ về chỗ",positive
kia,seltos,facelift,2024,suv,Ế chắc ngáo giá,negative
byd,seal 5,dm-i,2025,sedan,nhược điểm của xe là vừa tốn tiền thay pin vừa tốn tiền sửa cơ khí =]] tụ đủ nhược điểm cả 2 luôn,negative
skoda,kushaq,style,2025,suv,Tiếc mỗi cái ko có phanh tay điện tử,negative
geely,coolray,flagship,2025,suv,"Mất giá nhanh khi bán lại, nên cân nhắc nếu định đổi xe sớm.",negative
geely,coolray,flagship,2025,suv,"Tiếc là mẫu này đã cũ, bi giờ nó ra đời mới cách đời ở VN tận 2 đời lận, VN thật là thiệt thòi",negative
skoda,kushaq,style,2025,suv,"con này thấy thiếu nhất là đại lý, ở Vũng Tàu chưa có đại lý để đi thử, 2 là nỗi lo về phụ tùng, 3 là ADAS hơi thiếu,",negative
toyota,corolla cross,v,2024,suv,Hệ thống treo nâng cấp lên 1 bậc thì ngon trong phân khúc,neutral
nissan,almera,,2024,sedan,Riêng almera mà có màu xi măng thì tuyệt,positive
skoda,slavia,active,2025,sedan,Khung gầm rát tốt,positive
toyota,corolla cross,v,2024,suv,"Toi van thich toyota cross , may ben theo thoi gian , tuy nhien noi ve mau xe thi corolla cross khong dep bang huyndai Túcon , va chay duong dai thi may cua huyndai gieo lam , khong lang may nhu toyota",negative
huyndai,accent,,2024,sedan,đẹp vãi,positive
honda,city,1.5 rs,2025,sedan,City là trùm phân khúc rồi . Khỏi cần bàn,positive
huyndai,accent,,2024,sedan,Hàng ghế sau xe này khá rông,positive
byd,sealion 6,,2025,suv,"Con này nói chung dành cho những người thích lạ lạ nội thất nuột. Viêc phải sạc mới tối ưu được sự tiết kiệm và đảm bảo sức mạnh.
 Con này mà ko sạc đủ phải để máy xăng chạy sạc thì yếu đi cao tốc hay đồi dốc chán và chẳng tiết kiệm xăng dc nhiêu
 Phuộc trước rất tệ quá mềm và lắc ngang. Tệ tới mức các đại lý bên Úc phải thay hết cho khách hàng còn ở VN ko biết sao.
 Xe to xác nhưng chỉ dc hàng 1 2, cốp nhỏ ko tương xứng với kích thước",negative
mazda,2,,2024,sedan,Bản lux kể nó làm thêm cái bệ tỳ tay trước và sau nữa thì đối với cá nhân mình chả còn gì để chê,positive
toyota,corolla cross,v,2024,suv,Tôi đang xài cross v 2021 tôi thấy rất ổn đi rất mượt,positive
hyundai,creta,n line,2025,suv,bản N-Line bên Thái ko có lọc không khí chỗ bệ tì tay nhỉ :(,negative
honda,hr-v,g,2025,suv,Honda bán oto ở VN kiểu bán đc ko đc thì thôi ấy nhờéo cần quan tâm doanh số,negative
mg,zs,luxury,2024,suv,"Làm gì mua 2 tháng trước có giá 610tr, có tâng bốc giá quá ko thế, đúng giá 2 tháng nó là 550tr lăn bánh tỉnh bản LUX, có nơi còn rẻ hơn nếu date 2023. Nếu giá 600 ko thì chiếc này ko có cửa được lựa chọn.",negative
skoda,kushaq,style,2025,suv,"Xe này bớt cửa sổ trời đi, thêm cốp điện, phanh đĩa bánh sau mới ổn. Tuy nhiên mẫu xe này thiết kế cửa ko ôm hết khung xe nên ra vào xe dễ bẩn quần áo",negative
mazda,cx-3,1.5 at,2025,suv,2 túi khí là cái cắt dữ nhất :(,negative
vinfast,vf 6,eco,2025,suv,"VF cần cải thiện công thái học phần nội thất, thiết kế đẹp mà xài bất tiện",neutral
